"","quoll1","quoll2","period","prox","cr","cs.Do","cs.De","cs.Cs","cs.p.Attract","cs.p.Avoid","ca"
"37","Flora","Dawn","Baseline",0,0.0273119729571604,1176.41699478491,1160.81558511616,-0.0066751635258356,0.477433097345056,0.529004735144553,0
"38","Flora","Delta","Baseline",0,-0.0610148580671411,1183.12567386741,1181.56270712271,-0.000660960977886486,0.439596467870928,0.564534609974132,0
"39","Flora","Ebony","Baseline",0,-0.00555345172059294,1420.35165372308,1406.435476511,-0.00492296609929791,0.520557990378788,0.483177363515108,0
"40","Flora","Eevee","Baseline",0,-0.053591027474799,1712.36289209788,1709.19721926074,-0.000925213275264768,0.763960828076961,0.240027672431552,0
"41","Flora","Elektra","Baseline",0.1,-0.0269073459121463,430.594141855749,439.949699037328,0.0107467961314633,0.294397310158015,0.708921545983882,0.0348432055749129
"42","Flora","Fauna","Baseline",0,-0.0486388722890096,389.296353872324,394.323654767551,0.00641548306551419,0.268031225772575,0.7380410307087,0
"43","Dawn","Delta","Release",0,-0.506227909829118,427.47403453081,433.597543072653,0.00711149769788662,0.6875,0.4375,0
"44","Dawn","Ebony","Release",0,0.144281461684358,1137.10804662591,1143.95029775417,0.00299959496657107,0.419677734375,0.6065673828125,0
"45","Dawn","Eevee","Release",0,-0.640612076971684,793.443189302567,811.974570603379,0.0115430274683754,0.40625,0.6875,0
"46","Dawn","Elektra","Release",0,-0.231416693586101,975.85246214861,995.930235169395,0.0101825485374703,0.3125,0.8125,0
"47","Dawn","Flora","Release",0,-0.0827837602656879,1130.56608380905,1129.43247119727,-0.00050159882149606,0.84375,0.21875,0
"48","Dawn","Indianna","Release",0,NA,1112.13832775286,1115.70789001725,0.00160224805281592,0.5,0.75,0
"49","Dawn","Juniper","Release",0,0.0977716888765351,1310.04230758719,1340.96381199654,0.0116640637608986,0.5,0.578125,0
"50","Dawn","Luaner","Release",0,0.0797543449037573,718.032077615093,747.835395306885,0.0203315226255641,0.4375,0.6875,0
"51","Dawn","Myrtle","Release",0,NA,911.176352398183,913.4778924377,0.00126135680007915,0.5,0.75,0
